=== 종목 배치 적재 (GICS 계층화) ===

모드: cron (sector_id 재시도)

  섹터 매핑 테이블 로드 중...
  gics_yfinance_map: 176건, sectors L1: 12건, sectors 전체: 220건

[cron] sector_id 미설정 종목 조회 중...
  대상: 10798개

  [5103/10798] FIGS (US): sector_id=167
  [5104/10798] FINS (US): sector_id=147
  [5105/10798] FINV (US): sector_id=146
  [5106/10798] FIS (US): sector_id=116
  [5107/10798] FIX (US): sector_id=208
  [5108/10798] FLC (US): sector_id=147
  [5109/10798] FLG (US): sector_id=139
  [5110/10798] FLNG (US): sector_id=252
  [5111/10798] FLO (US): sector_id=188
  [5112/10798] FLOC (US): sector_id=248
  [5113/10798] FLR (US): sector_id=208
  [5114/10798] FLS (US): sector_id=213
  [5115/10798] FLUT (US): sector_id=170
  [5116/10798] FMC (US): sector_id=232
  [5117/10798] FMN (US): sector_id=147
  [5118/10798] FMS (US): sector_id=135
  [5119/10798] FMX (US): sector_id=184
  [5120/10798] FMY (US): sector_id=147
  [5121/10798] FN (US): sector_id=124
  [5122/10798] FNB (US): sector_id=139
  [5123/10798] FND (US): sector_id=180
  [5124/10798] FNF (US): sector_id=154
  [5125/10798] FNV (US): sector_id=241
  [5126/10798] FOA (US): sector_id=146
  [5127/10798] FOF (US): sector_id=147
  [5128/10798] FOR (US): sector_id=269
  [5129/10798] FOUR (US): sector_id=120
  [5130/10798] FPF (US): sector_id=147
  [5131/10798] FPH (US): sector_id=269
  [5132/10798] FPI (US): sector_id=267
  [5133/10798] FPS (US): sector_id=209
  [5134/10798] FR (US): sector_id=261
  [5135/10798] FRA (US): sector_id=147
  [5136/10798] FRO (US): sector_id=252
  [5137/10798] FRT (US): sector_id=266
  [5138/10798] FSCO (US): sector_id=147
  [5139/10798] FSK (US): sector_id=147
  [5140/10798] FSM (US): sector_id=241
  [5141/10798] FSS (US): sector_id=212
  [5142/10798] FSSL (US): null (매핑 실패)
  [5143/10798] FT (US): sector_id=147
  [5144/10798] FTHY (US): sector_id=147
  [5145/10798] FTI (US): sector_id=248
  [5146/10798] FTK (US): sector_id=248
  [5147/10798] FTV (US): sector_id=123
  [5148/10798] FTW (US): sector_id=249
  [5149/10798] FUBO (US): sector_id=200
  [5150/10798] FUL (US): sector_id=234
  [5151/10798] FUN (US): sector_id=166
  [5152/10798] FVR (US): sector_id=260
  [5153/10798] FVRR (US): sector_id=205
  [5154/10798] G (US): sector_id=116
  [5155/10798] GAB (US): sector_id=147
  [5156/10798] GAM (US): sector_id=147
  [5157/10798] GAP (US): sector_id=178
  [5158/10798] GATX (US): sector_id=143
  [5159/10798] GBAB (US): sector_id=147
  [5160/10798] GBCI (US): sector_id=139
  [5161/10798] GBTG (US): sector_id=175
  [5162/10798] GBX (US): sector_id=226
  [5163/10798] GCO (US): sector_id=178
  [5164/10798] GCTS (US): sector_id=128
  [5165/10798] GCV (US): sector_id=147
  [5166/10798] GD (US): sector_id=206
  [5167/10798] GDDY (US): sector_id=120
  [5168/10798] GDL (US): sector_id=147
  [5169/10798] GDO (US): sector_id=147
  [5170/10798] GDOT (US): sector_id=146
  [5171/10798] GDV (US): sector_id=147
  [5172/10798] GE (US): sector_id=206
  [5173/10798] GEF (US): sector_id=236
  [5174/10798] GEL (US): sector_id=252
  [5175/10798] GENI (US): sector_id=205
  [5176/10798] GEO (US): sector_id=219
  [5177/10798] GETY (US): sector_id=205
  [5178/10798] GEV (US): sector_id=213
  [5179/10798] GF (US): sector_id=147
  [5180/10798] GFF (US): sector_id=207
  [5181/10798] GFI (US): sector_id=241
  [5182/10798] GFL (US): sector_id=216
  [5183/10798] GFR (US): sector_id=249
  [5184/10798] GGB (US): sector_id=244
  [5185/10798] GGG (US): sector_id=213
  [5186/10798] GGT (US): sector_id=147
  [5187/10798] GGZ (US): sector_id=147
  [5188/10798] GHC (US): sector_id=174
  [5189/10798] GHG (US): sector_id=171
  [5190/10798] GHI (US): sector_id=144
  [5191/10798] GHM (US): sector_id=213
  [5192/10798] GHY (US): sector_id=147
  [5193/10798] GIB (US): sector_id=116
  [5194/10798] GIC (US): sector_id=214
  [5195/10798] GIL (US): sector_id=167
  [5196/10798] GIS (US): sector_id=188
  [5197/10798] GJH (US): null (매핑 실패)
  [5198/10798] GJO (US): null (매핑 실패)
  [5199/10798] GJR (US): null (매핑 실패)
  [5200/10798] GOOS (US): sector_id=167
  [5201/10798] GOTU (US): sector_id=174
  [5202/10798] GPGI (US): sector_id=213
  [5203/10798] GPI (US): sector_id=182
  [5204/10798] GPJA (US): null (매핑 실패)
  [5205/10798] GPK (US): sector_id=236
  [5206/10798] GPMT (US): sector_id=151
  [5207/10798] GPN (US): sector_id=218
  [5208/10798] GPOR (US): sector_id=249
  [5209/10798] GPRK (US): sector_id=249
  [5210/10798] GRBK (US): sector_id=163
  [5211/10798] GRC (US): sector_id=213
  [5212/10798] GRDN (US): sector_id=135
  [5213/10798] GRMN (US): sector_id=123
  [5214/10798] GRND (US): sector_id=119
  [5215/10798] GRNT (US): sector_id=249
  [5216/10798] GROV (US): sector_id=194
  [5217/10798] GRX (US): sector_id=147
  [5218/10798] GS (US): sector_id=149
  [5219/10798] GSBD (US): sector_id=147
  [5220/10798] GSK (US): sector_id=130
  [5221/10798] GSL (US): sector_id=225
  [5222/10798] GTES (US): sector_id=213
  [5223/10798] GTLS (US): sector_id=213
  [5224/10798] GTN (US): sector_id=200
  [5225/10798] GTY (US): sector_id=266
  [5226/10798] GUG (US): sector_id=147
  [5227/10798] GUT (US): sector_id=147
  [5228/10798] GVA (US): sector_id=208
  [5229/10798] GWH (US): sector_id=209
  [5230/10798] GWRE (US): sector_id=119
  [5231/10798] GWW (US): sector_id=214
  [5232/10798] GXO (US): sector_id=223
  [5233/10798] H (US): sector_id=171
  [5234/10798] HAE (US): sector_id=132
  [5235/10798] HAFN (US): sector_id=225
  [5236/10798] HAL (US): sector_id=248
  [5237/10798] HASI (US): sector_id=147
  [5238/10798] HAWK (US): sector_id=206
  [5239/10798] HAYW (US): sector_id=209
  [5240/10798] HBB (US): sector_id=162
  [5241/10798] HBM (US): sector_id=240
  [5242/10798] HCA (US): sector_id=135
  [5243/10798] HCC (US): sector_id=253
  [5244/10798] HCI (US): sector_id=155
  [5245/10798] HCXY (US): null (매핑 실패)
  [5246/10798] HD (US): sector_id=180
  [5247/10798] HDB (US): sector_id=139
  [5248/10798] HE (US): sector_id=254
  [5249/10798] HEI (US): sector_id=206
  [5250/10798] HEI/A (US): null (매핑 실패)
  [5251/10798] HTB (US): sector_id=139
  [5252/10798] HTD (US): sector_id=147
  [5253/10798] HTFC (US): null (매핑 실패)
  [5254/10798] HY (US): sector_id=212
  [5255/10798] HYI (US): sector_id=147
  [5256/10798] HYT (US): sector_id=147
  [5257/10798] HZO (US): sector_id=181
  [5258/10798] IAE (US): sector_id=147
  [5259/10798] IAG (US): sector_id=241
  [5260/10798] IBM (US): sector_id=116
  [5261/10798] IBN (US): sector_id=139
  [5262/10798] IBP (US): sector_id=163
  [5263/10798] IBTA (US): sector_id=119
  [5264/10798] ICE (US): sector_id=150
  [5265/10798] ICL (US): sector_id=232
  [5266/10798] IDA (US): sector_id=254
  [5267/10798] IDE (US): sector_id=147
  [5268/10798] IDT (US): sector_id=197
  [5269/10798] IEX (US): sector_id=213
  [5270/10798] IFF (US): sector_id=234
  [5271/10798] IFN (US): sector_id=147
  [5272/10798] IFS (US): null (매핑 실패)
  [5273/10798] IGA (US): sector_id=147
  [5274/10798] IGD (US): sector_id=147
  [5275/10798] IGI (US): sector_id=147
  [5276/10798] IGR (US): sector_id=147
  [5277/10798] IH (US): sector_id=174
  [5278/10798] IHD (US): sector_id=147
  [5279/10798] IHG (US): sector_id=171
  [5280/10798] IHS (US): sector_id=271
  [5281/10798] IIF (US): sector_id=147
  [5282/10798] IIIN (US): sector_id=213
  [5283/10798] IIM (US): sector_id=147
  [5284/10798] IIPR (US): sector_id=261
  [5285/10798] IMAX (US): sector_id=203
  [5286/10798] INFQ (US): sector_id=120
  [5287/10798] INFY (US): sector_id=116
  [5288/10798] ING (US): sector_id=138
  [5289/10798] INGM (US): sector_id=116
  [5290/10798] INGR (US): sector_id=188
  [5291/10798] INN (US): sector_id=262
  [5292/10798] INR (US): sector_id=249
  [5293/10798] INSP (US): sector_id=132
  [5294/10798] INSW (US): sector_id=252
  [5295/10798] INVH (US): sector_id=265
  [5296/10798] INVX (US): sector_id=248
  [5297/10798] IONQ (US): sector_id=122
  [5298/10798] IOT (US): sector_id=120
  [5299/10798] IP (US): sector_id=236
  [5300/10798] IPI (US): null (매핑 실패)
  [5301/10798] IQI (US): sector_id=147
  [5302/10798] IQV (US): sector_id=131
  [5303/10798] IR (US): sector_id=213
  [5304/10798] IRAB (US): sector_id=142
  [5305/10798] IRM (US): sector_id=267
  [5306/10798] IRS (US): sector_id=271
  [5307/10798] IRT (US): sector_id=265
  [5308/10798] ITGR (US): sector_id=132
  [5309/10798] ITT (US): sector_id=213
  [5310/10798] ITW (US): sector_id=213
  [5311/10798] IVR (US): sector_id=151
  [5312/10798] IVT (US): sector_id=266
  [5313/10798] IVZ (US): sector_id=147
  [5314/10798] IX (US): sector_id=141
  [5315/10798] J (US): sector_id=208
  [5316/10798] JACS (US): sector_id=142
  [5317/10798] JAN (US): sector_id=265
  [5318/10798] JBGS (US): sector_id=260
  [5319/10798] JBI (US): sector_id=207
  [5320/10798] JBL (US): sector_id=124
  [5321/10798] JBS (US): sector_id=188
  [5322/10798] JBTM (US): sector_id=213
  [5323/10798] JCE (US): sector_id=147
  [5324/10798] JCI (US): sector_id=207
  [5325/10798] JEF (US): sector_id=149
  [5326/10798] JELD (US): sector_id=207
  [5327/10798] GJT (US): null (매핑 실패)
  [5328/10798] JFR (US): sector_id=147
  [5329/10798] JGH (US): sector_id=147
  [5330/10798] JHG (US): sector_id=147
  [5331/10798] JHI (US): sector_id=147
  [5332/10798] JHS (US): sector_id=147
  [5333/10798] JHX (US): sector_id=235
  [5334/10798] JILL (US): sector_id=178
  [5335/10798] JKS (US): sector_id=259
  [5336/10798] JLL (US): sector_id=271
  [5337/10798] JLS (US): sector_id=147
  [5338/10798] JMIA (US): sector_id=177
  [5339/10798] JMM (US): sector_id=147
  [5340/10798] JNJ (US): sector_id=130
  [5341/10798] JOBY (US): sector_id=227
  [5342/10798] JOE (US): sector_id=268
  [5343/10798] JOF (US): sector_id=147
  [5344/10798] JPC (US): sector_id=147
  [5345/10798] JPM (US): null (매핑 실패)
  [5346/10798] JQC (US): sector_id=147
  [5347/10798] JRI (US): sector_id=147
  [5348/10798] JRS (US): sector_id=147
  [5349/10798] JXN (US): sector_id=153
  [5350/10798] KAI (US): sector_id=213
  [5351/10798] KB (US): sector_id=139
  [5352/10798] KBDC (US): sector_id=147
  [5353/10798] KBH (US): sector_id=163
  [5354/10798] KBR (US): sector_id=208
  [5355/10798] KD (US): sector_id=116
  [5356/10798] KEN (US): sector_id=258
  [5357/10798] KEP (US): sector_id=254
  [5358/10798] KEX (US): sector_id=225
  [5359/10798] KEY (US): sector_id=139
  [5360/10798] KEYS (US): sector_id=123
  [5361/10798] KF (US): sector_id=147
  [5362/10798] KFRC (US): sector_id=220
  [5363/10798] KFY (US): sector_id=220
  [5364/10798] KGC (US): sector_id=241
  [5365/10798] KGS (US): sector_id=248
  [5366/10798] KIM (US): sector_id=266
  [5367/10798] KIO (US): sector_id=147
  [5368/10798] KKR (US): sector_id=147
  [5369/10798] KKRS (US): null (매핑 실패)
  [5370/10798] KKRT (US): null (매핑 실패)
  [5371/10798] KLAR (US): sector_id=146
  [5372/10798] KLC (US): sector_id=174
  [5373/10798] KMI (US): sector_id=252
  [5374/10798] KMPB (US): null (매핑 실패)
  [5375/10798] KMPR (US): sector_id=155
  [5376/10798] KMT (US): sector_id=213
  [5377/10798] KMX (US): sector_id=182
  [5378/10798] KN (US): sector_id=124
  [5379/10798] KNF (US): sector_id=235
  [5380/10798] KNOP (US): sector_id=252
  [5381/10798] GJS (US): null (매핑 실패)
  [5382/10798] GKOS (US): sector_id=132
  [5383/10798] GL (US): sector_id=153
  [5384/10798] GLED (US): sector_id=142
  [5385/10798] GLOB (US): sector_id=116
  [5386/10798] GLP (US): sector_id=252
  [5387/10798] GLW (US): sector_id=124
  [5388/10798] GM (US): sector_id=159
  [5389/10798] GME (US): sector_id=181
  [5390/10798] GMED (US): sector_id=132
  [5391/10798] GMRS (US): sector_id=135
  [5392/10798] GNE (US): sector_id=254
  [5393/10798] GNK (US): sector_id=225
  [5394/10798] GNL (US): sector_id=260
  [5395/10798] GNRC (US): sector_id=213
  [5396/10798] GNT (US): sector_id=147
  [5397/10798] GNW (US): sector_id=153
  [5398/10798] GOF (US): sector_id=147
  [5399/10798] GOLD (US): sector_id=149
  [5400/10798] GOLF (US): sector_id=166
  [5401/10798] GPC (US): sector_id=157
  [5402/10798] KNSL (US): sector_id=155
  [5403/10798] KNTK (US): sector_id=252
  [5404/10798] KNX (US): sector_id=226
  [5405/10798] KO (US): sector_id=186
  [5406/10798] KODK (US): sector_id=218
  [5407/10798] KOF (US): sector_id=186
  [5408/10798] KOP (US): sector_id=234
  [5409/10798] KORE (US): sector_id=197
  [5410/10798] KOS (US): sector_id=249
  [5411/10798] KR (US): sector_id=192
  [5412/10798] KRC (US): sector_id=263
  [5413/10798] KREF (US): sector_id=151
  [5414/10798] KRP (US): sector_id=249
  [5415/10798] KRSP (US): sector_id=142
  [5416/10798] KSS (US): null (매핑 실패)
  [5417/10798] KT (US): sector_id=197
  [5418/10798] KTB (US): sector_id=167
  [5419/10798] KTF (US): sector_id=147
  [5420/10798] KTH (US): null (매핑 실패)
  [5421/10798] KTN (US): null (매핑 실패)
  [5422/10798] KVUE (US): sector_id=194
  [5423/10798] KVYO (US): sector_id=119
  [5424/10798] KW (US): sector_id=271
  [5425/10798] KWR (US): sector_id=234
  [5426/10798] KWY (US): sector_id=147
  [5427/10798] KYN (US): sector_id=147
  [5428/10798] L (US): sector_id=155
  [5429/10798] LAC (US): sector_id=239
  [5430/10798] LAD (US): sector_id=182
  [5431/10798] LADR (US): sector_id=151
  [5432/10798] LANV (US): sector_id=167
  [5433/10798] LAR (US): sector_id=239
  [5434/10798] LAW (US): sector_id=119
  [5435/10798] LAZ (US): sector_id=149
  [5436/10798] LB (US): sector_id=248
  [5437/10798] LBRT (US): sector_id=248
  [5438/10798] LC (US): ERROR — [Errno 54] Connection reset by peer
  [5439/10798] LCII (US): sector_id=166
  [5440/10798] LCLN (US): sector_id=149
  [5441/10798] LDI (US): sector_id=144
  [5442/10798] LDOS (US): sector_id=116
  [5443/10798] JENA (US): sector_id=142
  [5444/10798] ISD (US): sector_id=147
  [5445/10798] IT (US): sector_id=116
  [5446/10798] KPET (US): sector_id=142
  [5447/10798] HEQ (US): sector_id=147
  [5448/10798] HESM (US): sector_id=252
  [5449/10798] HFRO (US): sector_id=147
  [5450/10798] HG (US): sector_id=156
  [5451/10798] HGLB (US): sector_id=147
  [5452/10798] HGTY (US): sector_id=155
  [5453/10798] HGV (US): sector_id=170
  [5454/10798] HHH (US): sector_id=269
  [5455/10798] HIG (US): sector_id=154
  [5456/10798] HII (US): sector_id=206
  [5457/10798] HIMS (US): sector_id=130
  [5458/10798] HIO (US): sector_id=147
  [5459/10798] HIPO (US): sector_id=155
  [5460/10798] HIW (US): sector_id=263
  [5461/10798] HIX (US): sector_id=147
  [5462/10798] HKD (US): sector_id=119
  [5463/10798] HL (US): sector_id=242
  [5464/10798] HLF (US): sector_id=188
  [5465/10798] HLI (US): sector_id=149
  [5466/10798] HQH (US): sector_id=147
  [5467/10798] HQL (US): sector_id=147
  [5468/10798] HR (US): sector_id=264
  [5469/10798] HRI (US): sector_id=143
  [5470/10798] HRL (US): sector_id=188
  [5471/10798] HRTG (US): sector_id=155
  [5472/10798] HSBC (US): sector_id=138
  [5473/10798] HSHP (US): sector_id=225
  [5474/10798] HSY (US): sector_id=188
  [5475/10798] NSA (US): sector_id=261
  [5476/10798] MAA (US): sector_id=265
  [5477/10798] MA (US): sector_id=146
  [5478/10798] M (US): sector_id=177
  [5479/10798] LZM (US): sector_id=239
  [5480/10798] LZB (US): sector_id=162
  [5481/10798] LYV (US): sector_id=203
  [5482/10798] LYG (US): sector_id=139
  [5483/10798] LYB (US): sector_id=234
  [5484/10798] LXU (US): sector_id=231
  [5485/10798] MGRB (US): null (매핑 실패)
  [5486/10798] MGRD (US): null (매핑 실패)
  [5487/10798] MGRE (US): null (매핑 실패)
  [5488/10798] MGY (US): sector_id=249
  [5489/10798] MH (US): sector_id=174
  [5490/10798] MHD (US): sector_id=147
  [5491/10798] MHF (US): sector_id=147
  [5492/10798] MHK (US): sector_id=162
  [5493/10798] MHLA (US): null (매핑 실패)
  [5494/10798] MHNC (US): null (매핑 실패)
  [5495/10798] MHO (US): sector_id=163
  [5496/10798] MIAX (US): sector_id=149
  [5497/10798] MICC (US): sector_id=188
  [5498/10798] MIN (US): sector_id=147
  [5499/10798] MIR (US): sector_id=213
  [5500/10798] MITN (US): null (매핑 실패)
  [5501/10798] MITP (US): null (매핑 실패)
  [5502/10798] MITT (US): sector_id=151
  [5503/10798] MIY (US): sector_id=147
  [5504/10798] MKC (US): sector_id=188
  [5505/10798] MKL (US): sector_id=155
  [5506/10798] MLI (US): sector_id=213
  [5507/10798] MLM (US): sector_id=235
  [5508/10798] MLP (US): sector_id=271
  [5509/10798] MLR (US): sector_id=157
  [5510/10798] MMD (US): sector_id=147
  [5511/10798] MMI (US): sector_id=271
  [5512/10798] MMM (US): sector_id=211
  [5513/10798] MMS (US): sector_id=218
  [5514/10798] MMT (US): sector_id=147
  [5515/10798] MMU (US): sector_id=147
  [5516/10798] MNR (US): sector_id=249
  [5517/10798] MNSO (US): sector_id=181
  [5518/10798] MNTN (US): sector_id=119
  [5519/10798] MO (US): sector_id=189
  [5520/10798] MOD (US): sector_id=157
  [5521/10798] MOGU (US): sector_id=177
  [5522/10798] MOH (US): sector_id=136
  [5523/10798] MOS (US): sector_id=232
  [5524/10798] MOV (US): sector_id=167
  [5525/10798] MP (US): sector_id=239
  [5526/10798] MPA (US): sector_id=147
  [5527/10798] MPC (US): sector_id=251
  [5528/10798] MPLX (US): ERROR — The read operation timed out
  [5529/10798] MPT (US): sector_id=264
  [5530/10798] MPV (US): sector_id=147
  [5531/10798] MQY (US): sector_id=147
  [5532/10798] MRP (US): sector_id=265
  [5533/10798] MS (US): sector_id=149
  [5534/10798] MSA (US): sector_id=219
  [5535/10798] MSB (US): sector_id=244
  [5536/10798] MSC (US): sector_id=170
  [5537/10798] MSCI (US): sector_id=150
  [5538/10798] MSD (US): sector_id=147
  [5539/10798] MSDL (US): sector_id=147
  [5540/10798] MSGE (US): sector_id=203
  [5541/10798] MSGS (US): sector_id=203
  [5542/10798] MSI (US): sector_id=121
  [5543/10798] MSIF (US): sector_id=147
  [5544/10798] MSM (US): sector_id=214
  [5545/10798] MT (US): sector_id=244
  [5546/10798] MTAL (US): sector_id=142
  [5547/10798] MTB (US): sector_id=139
  [5548/10798] MTD (US): sector_id=131
  [5549/10798] MTDR (US): sector_id=249
  [5550/10798] MTG (US): sector_id=154
  [5551/10798] MTH (US): sector_id=163
  [5552/10798] MTN (US): sector_id=170
  [5553/10798] MTR (US): sector_id=249
  [5554/10798] MTRN (US): sector_id=239
  [5555/10798] MTUS (US): sector_id=244
  [5556/10798] MTW (US): sector_id=212
  [5557/10798] MTX (US): sector_id=234
  [5558/10798] MTZ (US): sector_id=208
  [5559/10798] MUA (US): null (매핑 실패)
  [5560/10798] MUC (US): sector_id=147
  [5561/10798] MUFG (US): sector_id=138
  [5562/10798] MUJ (US): sector_id=147
  [5563/10798] MUR (US): sector_id=249
  [5564/10798] MUSA (US): sector_id=181
  [5565/10798] MUX (US): sector_id=242
  [5566/10798] MVO (US): sector_id=249
  [5567/10798] MWA (US): sector_id=213
  [5568/10798] MX (US): sector_id=128
  [5569/10798] MXE (US): sector_id=147
  [5570/10798] MXF (US): sector_id=147
  [5571/10798] MAN (US): sector_id=220
  [5572/10798] MYE (US): sector_id=236
  [5573/10798] MYI (US): sector_id=147
  [5574/10798] MYN (US): sector_id=147
  [5575/10798] MZYX (US): sector_id=142
  [5576/10798] NABL (US): sector_id=116
  [5577/10798] NAC (US): sector_id=147
  [5578/10798] NAD (US): sector_id=147
  [5579/10798] NAN (US): sector_id=147
  [5580/10798] NAT (US): sector_id=252
  [5581/10798] NAZ (US): ERROR — The read operation timed out
  [5582/10798] NBB (US): sector_id=147
  [5583/10798] NBHC (US): sector_id=139
  [5584/10798] NBR (US): sector_id=247
  [5585/10798] NBXG (US): sector_id=147
  [5586/10798] NC (US): sector_id=253
  [5587/10798] NCA (US): sector_id=147
  [5588/10798] NCDL (US): sector_id=147
  [5589/10798] NCLH (US): sector_id=175
  [5590/10798] NCV (US): sector_id=147
  [5591/10798] NCZ (US): sector_id=147
  [5592/10798] NDMO (US): sector_id=147
  [5593/10798] NE (US): sector_id=247
  [5594/10798] NEA (US): sector_id=147
  [5595/10798] NEE (US): sector_id=254
  [5596/10798] NEM (US): sector_id=241
  [5597/10798] NET (US): sector_id=120
  [5598/10798] NEU (US): sector_id=234
  [5599/10798] NEXA (US): sector_id=239
  [5600/10798] NFG (US): sector_id=250
  [5601/10798] NFJ (US): sector_id=147
  [5602/10798] NGG (US): sector_id=254
  [5603/10798] NGL (US): sector_id=252
  [5604/10798] NGS (US): sector_id=248
  [5605/10798] NGVC (US): sector_id=192
  [5606/10798] NGVT (US): sector_id=234
  [5607/10798] NHI (US): sector_id=264
  [5608/10798] NI (US): sector_id=255
  [5609/10798] NIC (US): sector_id=139
  [5610/10798] NIE (US): sector_id=147
  [5611/10798] NIM (US): sector_id=147
  [5612/10798] NIO (US): sector_id=159
  [5613/10798] NIQ (US): null (매핑 실패)
  [5614/10798] NJR (US): sector_id=255
  [5615/10798] NKE (US): sector_id=168
  [5616/10798] NKX (US): sector_id=147
  [5617/10798] NL (US): sector_id=219
  [5618/10798] NLOP (US): sector_id=263
  [5619/10798] NLY (US): sector_id=151
  [5620/10798] NMAI (US): sector_id=147
  [5621/10798] NMAX (US): sector_id=200
  [5622/10798] NMCO (US): sector_id=147
  [5623/10798] NMG (US): sector_id=239
  [5624/10798] NMI (US): sector_id=147
  [5625/10798] NMM (US): sector_id=225
  [5626/10798] NMR (US): sector_id=149
  [5627/10798] NMS (US): sector_id=147
  [5628/10798] NMT (US): sector_id=147
  [5629/10798] NMZ (US): sector_id=147
  [5630/10798] NNI (US): sector_id=146
  [5631/10798] NNN (US): sector_id=266
  [5632/10798] NNY (US): sector_id=147
  [5633/10798] NOA (US): sector_id=248
  [5634/10798] NOAH (US): sector_id=147
  [5635/10798] NOC (US): sector_id=206
  [5636/10798] NOG (US): sector_id=249
  [5637/10798] NOK (US): sector_id=121
  [5638/10798] NOMD (US): sector_id=188
  [5639/10798] NOV (US): sector_id=248
  [5640/10798] NOW (US): sector_id=119
  [5641/10798] NP (US): sector_id=152
  [5642/10798] NPB (US): sector_id=139
  [5643/10798] NPCT (US): sector_id=147
  [5644/10798] NPFD (US): sector_id=147
  [5645/10798] NPK (US): sector_id=206
  [5646/10798] NPKI (US): sector_id=207
  [5647/10798] NPO (US): sector_id=213
  [5648/10798] NPV (US): sector_id=147
  [5649/10798] NRDY (US): sector_id=119
  [5650/10798] NREF (US): sector_id=151
  [5651/10798] NRG (US): sector_id=258
  [5652/10798] NRGV (US): sector_id=259
  [5653/10798] NRK (US): sector_id=147
  [5654/10798] NRP (US): ERROR — The read operation timed out
  [5655/10798] NRT (US): sector_id=249
  [5656/10798] NRUC (US): null (매핑 실패)
  [5657/10798] NSC (US): sector_id=226
  [5658/10798] NSP (US): sector_id=220
  [5659/10798] NTB (US): sector_id=138
  [5660/10798] NUW (US): sector_id=147
  [5661/10798] NVG (US): sector_id=147
  [5662/10798] NVGS (US): sector_id=252
  [5663/10798] NVO (US): sector_id=130
  [5664/10798] NVR (US): sector_id=163
  [5665/10798] NVRI (US): sector_id=216
  [5666/10798] NVS (US): sector_id=130
  [5667/10798] NVST (US): sector_id=133
  [5668/10798] NVT (US): sector_id=209
  [5669/10798] NWAX (US): sector_id=142
  [5670/10798] NWG (US): sector_id=139
  [5671/10798] NWN (US): sector_id=255
  [5672/10798] NX (US): sector_id=207
  [5673/10798] NXDR (US): sector_id=205
  [5674/10798] NXDT (US): sector_id=260
  [5675/10798] NXE (US): sector_id=239
  [5676/10798] NXG (US): sector_id=147
  [5677/10798] NXP (US): sector_id=147
  [5678/10798] NXRT (US): sector_id=265
  [5679/10798] NYC (US): sector_id=271
  [5680/10798] NYT (US): sector_id=202
  [5681/10798] NZF (US): sector_id=147
  [5682/10798] LXP (US): sector_id=261
  [5683/10798] LW (US): sector_id=188
  [5684/10798] LVWR (US): sector_id=159
  [5685/10798] LVS (US): sector_id=170
  [5686/10798] LUXE (US): sector_id=167
  [5687/10798] LUV (US): sector_id=224
  [5688/10798] LUMN (US): sector_id=197
  [5689/10798] LUCK (US): sector_id=166
  [5690/10798] LU (US): sector_id=146
  [5691/10798] LTM (US): sector_id=224
  [5692/10798] LTH (US): sector_id=166
  [5693/10798] LTC (US): sector_id=264
  [5694/10798] LSPD (US): sector_id=119
  [5695/10798] LRN (US): sector_id=174
  [5696/10798] LPX (US): sector_id=207
  [5697/10798] LPL (US): sector_id=161
  [5698/10798] LPG (US): sector_id=252
  [5699/10798] LOW (US): sector_id=180
  [5700/10798] LOMA (US): sector_id=235
  [5701/10798] LOCL (US): sector_id=187
  [5702/10798] LOB (US): sector_id=139
  [5703/10798] LOAR (US): sector_id=206
  [5704/10798] LNN (US): sector_id=212
  [5705/10798] LNG (US): sector_id=252
  [5706/10798] LND (US): sector_id=187
  [5707/10798] LNC (US): sector_id=153
  [5708/10798] LMT (US): sector_id=206
  [5709/10798] LMND (US): sector_id=155
  [5710/10798] LLY (US): sector_id=130
  [5711/10798] LITB (US): sector_id=177
  [5712/10798] LION (US): null (매핑 실패)
  [5713/10798] LII (US): sector_id=207
  [5714/10798] LHX (US): sector_id=206
  [5715/10798] LH (US): sector_id=131
  [5716/10798] LGI (US): sector_id=147
  [5717/10798] LFT (US): sector_id=151
  [5718/10798] LEVI (US): sector_id=167
  [5719/10798] LEU (US): sector_id=239
  [5720/10798] LEO (US): sector_id=147
  [5721/10798] LEN (US): sector_id=163
  [5722/10798] LEG (US): sector_id=162
  [5723/10798] LEA (US): sector_id=157
  [5724/10798] LDP (US): sector_id=147
  [5725/10798] MAIR (US): sector_id=207
  [5726/10798] MRK (US): sector_id=130
  [5727/10798] MRSH (US): sector_id=152
  [5728/10798] NPWR (US): sector_id=213
  [5729/10798] O (US): sector_id=266
  [5730/10798] OBDC (US): sector_id=147
  [5731/10798] OBK (US): sector_id=139
  [5732/10798] OC (US): sector_id=207
  [5733/10798] ODC (US): sector_id=234
  [5734/10798] ODV (US): sector_id=241
  [5735/10798] OEC (US): sector_id=234
  [5736/10798] OFG (US): sector_id=139
  [5737/10798] OFRM (US): sector_id=188
  [5738/10798] OGC (US): sector_id=241
  [5739/10798] OGE (US): sector_id=254
  [5740/10798] OGN (US): sector_id=130
  [5741/10798] OGS (US): sector_id=255
  [5742/10798] OHI (US): sector_id=264
  [5743/10798] OI (US): sector_id=236
  [5744/10798] OIA (US): sector_id=147
  [5745/10798] OII (US): sector_id=248
  [5746/10798] OIS (US): null (매핑 실패)
  [5747/10798] OKE (US): null (매핑 실패)
  [5748/10798] OKLO (US): sector_id=258
  [5749/10798] OLN (US): sector_id=231
  [5750/10798] OLP (US): sector_id=260
  [5751/10798] OMC (US): sector_id=199
  [5752/10798] OMF (US): sector_id=146
